sentence_id,word - id,word - ref,word - form,word - head,word - relation,word - lemma,word - postag,Didakta tags,Primary translation,Literal translation,Secondary translation,,word - gloss,word - sem,word - artificial,word - insertion_id
222,62,Leuven|0059-003|221|62,ἔλαβεν,54,PRED_CO,λαμβάνω,v3saia---,,داشتی,دربرگرفت,داشتی,,"1: nemen, grijpen | verwerven, verkrijgen",,,
222,63,Leuven|0059-003|221|63,εἰδέναι,62,ADV,οἶδα,v--rna---,,به شناختن,شناختن,شناختن,,"1: weten, kennen",doel,,
222,64,Leuven|0059-003|221|64,",",0,AuxX,",",u--------,,,,,,1: ,,,
222,65,Leuven|0059-003|221|65,ἀλλὰ,19,COORD,ἀλλά,b--------,,بلکه,بلکه,بلکه,,1: maar,,,
222,66,Leuven|0059-003|221|66,ἡμεῖς,70,SBJ_CO,ἐγώ,p1p---cn-,,ما,ما,ما,,1: ik,,,
222,67,Leuven|0059-003|221|67,σοι,68,OBJ,σύ,p2s---cd-,,برای تو,برای تو,تو را,,"1: jij, u",,,
222,68,Leuven|0059-003|221|68,ἱκανοὶ,69,PNOM,ἱκανός,a-p---mn-,,بسنده,کافی,بسنده,,"sufficing, becoming, befitting",,,
222,69,Leuven|0059-003|221|69,ἦμεν,65,PRED_CO,εἰμί,v1piia---,,بودیم,بودیم,بودیم,,1: gaan,,,
222,70,Leuven|0059-003|221|70,καὶ,69,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
222,71,Leuven|0059-003|221|71,ἡ,73,ATR,ὁ,l-s---fn-,,,,,,1: ,,,
222,72,Leuven|0059-003|221|72,ἡμετέρα,73,ATR,ἡμέτερος,a-s---fn-,,ما,ما,ما,,our (also possessive pronoun),,,
222,73,Leuven|0059-003|221|73,πόλις,70,SBJ_CO,πόλις,n-s---fn-,,شهر,پولیس,دولت‌شهر,,"1: stad, staat",,,
222,74,Leuven|0059-003|221|74,·,0,AuxK,·,u--------,,,,,,1: ,,,
222,75,Leuven|0059-003|221|76,[1],49,ADV,,,,,,,,,wijze,elliptic,0074f
221,76,|0059-003|220|76,[2],29,ExD,,,,,,,,,,elliptic,0033e
221,77,|0059-003|220|77,[3],39,ADV,,,,,,,,,voorwaarde,elliptic,0042e
223,1,Leuven|0059-003|222|1,οὕτω,2,ADV,οὕτως,d--------,,بدین سان,چنین,از این رو,,"1: zo, op die wijze",,,
223,2,Leuven|0059-003|222|2,σφόδρα,4,ADV,σφόδρα,d--------,,به قوت,به قوت,با اشتیاق,,"1: hevig, zeer",,,
223,3,Leuven|0059-003|222|3,ἡμᾶς,4,OBJ,ἐγώ,p1p---ca-,,ما را,ما را,ما را,,1: ik,,,
223,4,Leuven|0059-003|222|4,ᾑροῦ,12,PRED_CO,αἱρέω,v2siie---,Mid1.,برگزیدی,برگزیدی,انتخاب کرده,,"1: grijpen, nemen; (ver)krijgen | (ver)kiezen",,,
223,5,Leuven|0059-003|222|5,καὶ,12,AuxY,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
223,6,Leuven|0059-003|222|6,ὡμολόγεις,12,PRED_CO,ὁμολογέω,v2siia---,,توافق کردی,هم‌رای گشتی,موافقت نمودی,,"agree with, say the same thing as",,,
223,7,Leuven|0059-003|222|7,καθ’,9,AuxP,κατά,r--------,,در مطابقت با,در مطابقت با,تبعه‌ی باشی,,"1: van... naar beneden; volgend, met... mee; volgens; ten tijde van | neervallend van; tegen",,,
223,8,Leuven|0059-003|222|8,ἡμᾶς,7,ADV,ἐγώ,p1p---ca-,,ما,ما,ما,,1: ik,plaats,,
223,9,Leuven|0059-003|222|9,πολιτεύσεσθαι,6,OBJ,πολιτεύω,v--fnm---,,شهروند باشی,به شهروند شدن,تبعه‌ی باشی,,"to be a citizen or freeman, live in a free state",,,
223,10,Leuven|0059-003|222|10,",",0,AuxX,",",u--------,,,,,,1: ,,,
223,11,Leuven|0059-003|222|11,τά,13,ATR,ὁ,l-p---na-,,افزون‌ بر این, دیگر اینکه,به علاوه,,1: ,,,
223,12,Leuven|0059-003|222|12,τε,0,COORD,τε,d--------,,و,و,و,,1: en,,,
223,13,Leuven|0059-003|222|13,ἄλλα,18,ADV,ἄλλος,p-p---na-,,افزون‌ بر این, دیگر اینکه,به علاوه,,1: ander,betrekking,,
223,14,Leuven|0059-003|222|14,καὶ,15,AuxZ,καί,b--------,,نیز,نیز,نیز,,"1: en | ook, zelfs",,,
223,15,Leuven|0059-003|222|15,παῖδας,18,OBJ,παῖς,n-p---ca-,,فرزند,فرزندانی را,فرزندان,,1: kind | (jonge) slaaf,,,
223,16,Leuven|0059-003|222|16,ἐν,18,AuxP,ἐν,r--------,,در,در,در,,"1: in, binnenin, temidden van",,,
223,17,Leuven|0059-003|222|17,αὐτῇ,16,ADV,αὐτός,p-s---fd-,,آن,آن,اینجا,,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",plaats,,
223,18,Leuven|0059-003|222|18,ἐποιήσω,12,PRED_CO,ποιέω,v2saim---,,صاحب گشتی,آوردی,صاحب شدی,,"1: maken, doen, handelen | dichten | doen",,,
223,19,Leuven|0059-003|222|19,",",0,AuxX,",",u--------,,,,,,1: ,,,
223,20,Leuven|0059-003|222|20,ὡς,18,AuxC,ὡς,c--------,,چرا که,چرا که,چرا که ,,"1: zoals, zodra, omdat, opdat, zodat  | dat",,,
223,21,Leuven|0059-003|222|21,ἀρεσκούσης,20,ADV,ἀρέσκω,v-sppafg-,,رضایت داشتی,اقناع می‌کرد,بسنده بود,,"1: behagen, bevallen, voldoening geven aan | tevreden stellen, verzoenen",oorzaak/reden,,
223,22,Leuven|0059-003|222|22,σοι,21,OBJ,σύ,p2s---cd-,,رضایت داشتی,تو را,تو را,,"1: jij, u",,,
223,23,Leuven|0059-003|222|23,τῆς,24,ATR,ὁ,l-s---fg-,,این,این,این,,1: ,,,
223,24,Leuven|0059-003|222|24,πόλεως,21,SBJ,πόλις,n-s---fg-,,از شهر, پولیس  ,دولت‌شهر,,"1: stad, staat",,,
223,25,Leuven|0059-003|222|25,.,0,AuxK,.,u--------,,,,,,1: ,,,
224,1,Leuven|0059-003|223|1,ἔτι,7,ADV,ἔτι,d--------,,حتی,حتی,حتی,,1: nog,,,
224,2,Leuven|0059-003|223|2,τοίνυν,7,AuxY,τοίνυν,d--------,,از این گذشته,علاوه بر این,علاوه بر این,,"1: welnu; en verder, nu echter",,,
224,3,Leuven|0059-003|223|3,ἐν,10,AuxP,ἐν,r--------,,در,در,در,,"1: in, binnenin, temidden van",,,
224,4,Leuven|0059-003|223|4,αὐτῇ,6,ATR,αὐτός,p-s---fd-,,همان,همان,خود,,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",,,
224,5,Leuven|0059-003|223|5,τῇ,6,ATR,ὁ,l-s---fd-,,,,,,1: ,,,
224,6,Leuven|0059-003|223|6,δίκῃ,3,ADV,δίκη,n-s---fd-,,محکمه,دادگاه,جلسه‌ی محاکمه,,"1: recht | rechtspraak: geding of vonnis | gewoonte, handelswijze",tijdstip,,
224,7,Leuven|0059-003|223|7,ἐξῆν,0,PRED,ἔξεστι,v3siia---,,ممکن بود,ممکن بود,ممکن بود,,1: het is geoorloofd | het is mogelijk,,,
224,8,Leuven|0059-003|223|8,σοι,7,OBJ,σύ,p2s---cd-,,برای تو,برای تو,برای تو,,"1: jij, u",,,
224,9,Leuven|0059-003|223|9,φυγῆς,10,OBJ,φυγή,n-s---fg-,,تبعید,تبعید,تبعید,,flight,,,
224,10,Leuven|0059-003|223|10,τιμήσασθαι,14,SBJ_CO,τιμάω,v--anm---,,مجازات,مجازات,کیفر خواستِ,,"honour, revere, reverence",,,
224,11,Leuven|0059-003|223|11,εἰ,10,AuxC,εἰ,c--------,,اگر,اگر,اگر,,"1: als, indien, in geval | of",,,
224,12,Leuven|0059-003|223|12,ἐβούλου,11,ADV,βούλομαι,v2siie---,,می‌خواستی,می‌خواستی,می‌خواستی,,"1: willen, wensen",voorwaarde,,
224,13,Leuven|0059-003|223|13,",",0,AuxX,",",u--------,,,,,,1: ,,,
224,14,Leuven|0059-003|223|14,καὶ,7,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
224,15,Leuven|0059-003|223|15,ὅπερ,20,OBJ,ὅς,p-s---na-,,آنچه,آنچه,آنچه,,"1: die, dat",,,
224,16,Leuven|0059-003|223|16,νῦν,20,ADV,νῦν,d--------,,اکنون,اکنون,اکنون,,1: nu,,,
224,17,Leuven|0059-003|223|17,ἀκούσης,27,PNOM,ἄκων,a-s---fg-,,بی‌اذن,بدون رضایت,بی‌رخصت,,"javelin, dart",,,
224,18,Leuven|0059-003|223|18,τῆς,19,ATR,ὁ,l-s---fg-,,,,,,1: ,,,
224,19,Leuven|0059-003|223|19,πόλεως,27,SBJ,πόλις,n-s---fg-,,شهر,پولیس,دولت‌شهر,,"1: stad, staat",,,
224,20,Leuven|0059-003|223|20,ἐπιχειρεῖς,24,OBJ,ἐπιχειρέω,v2spia---,,قصد کرده‌ای,دست می‌یازی,عزم کرده‌ای,,put one`s hand to,,,
224,21,Leuven|0059-003|223|21,",",0,AuxX,",",u--------,,,,,,1: ,,,
224,22,Leuven|0059-003|223|22,τότε,24,ADV,τότε,d--------,,در آن صورت,آنگاه,در آن صورت,,"1: dan, toen",,,
224,23,Leuven|0059-003|223|23,ἑκούσης,26,PNOM,ἑκών,a-s---fg-,,با اجازه‌اش,با رضایتش,با اجازه‌اش,,váśmi,,,
224,24,Leuven|0059-003|223|24,ποιῆσαι,14,SBJ_CO,ποιέω,v--ana---,,انجام می‌دادی,انجام می‌دادی,انجام می‌دادی,,"1: maken, doen, handelen | dichten | doen",,,
224,25,Leuven|0059-003|223|25,.,0,AuxK,.,u--------,,,,,,1: ,,,
223,26,|0059-003|222|26,[0],24,ADV,,,,,,,,,,elliptic,0023e
223,27,|0059-003|222|27,[1],20,ADV,,,,,,,,,,elliptic,0017e
225,1,Leuven|0059-003|224|1,σὺ,5,SBJ,σύ,p2s---cn-,,تو,تو,تو,,"1: jij, u",,,
225,2,Leuven|0059-003|224|2,δὲ,5,AuxY,δέ,d--------,,لیکن,لیکن,اما,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
225,3,Leuven|0059-003|224|3,τότε,5,ADV,τότε,d--------,,آن زمان,آن زمان,آن وقت,,"1: dan, toen",,,
225,4,Leuven|0059-003|224|4,μὲν,5,AuxY,μέν,d--------,,,,,,1: wel...,,,
225,5,Leuven|0059-003|224|5,ἐκαλλωπίζου,14,PRED_CO,καλλωπίζω,v2siie---,,لاف می‌زدی,مباهات می‌کردی,به خود می‌بالیدی,,beautify the face,,,
225,6,Leuven|0059-003|224|6,ὡς,5,AuxC,ὡς,c--------,,که,که,که,,"1: zoals, zodra, omdat, opdat, zodat  | dat",,,
225,7,Leuven|0059-003|224|7,οὐκ,8,AuxZ,οὐ,d--------,,نمی‌گردی,نمی‌گردی,نمی‌گردی,,1: niet,,,
225,8,Leuven|0059-003|224|8,ἀγανακτῶν,6,ADV,ἀγανακτέω,v-sppamn-,,برآشفته,آشفته,مشوش,,feel a violent irritation,wijze,,
225,9,Leuven|0059-003|224|9,εἰ,8,AuxC,εἰ,c--------,,اگر,اگر,اگر,,"1: als, indien, in geval | of",,,
225,10,Leuven|0059-003|224|10,δέοι,9,ADV,δέω,v3spoa---,,بایستی,بباید,می‌بایست,,1: ,voorwaarde,,
225,11,Leuven|0059-003|224|11,τεθνάναι,10,SBJ,θνῄσκω,v--rna---,,بمیری,مردن,بمیری,,1: sterven,,,
225,12,Leuven|0059-003|224|12,σε,11,SBJ,σύ,p2s---ca-,,,تو را,,,"1: jij, u",,,
225,13,Leuven|0059-003|224|13,",",0,AuxX,",",u--------,,,,,,1: ,,,
225,14,Leuven|0059-003|224|14,ἀλλὰ,0,COORD,ἀλλά,b--------,,بلکه,بلکه,بلکه,,1: maar,,,
225,15,Leuven|0059-003|224|15,ᾑροῦ,14,PRED_CO,αἱρέω,v2siie---,Mid1.,ترجیح می‌دهی,برمی‌گزیدی,به جان می‌خری,,"1: grijpen, nemen; (ver)krijgen | (ver)kiezen",,,
225,16,Leuven|0059-003|224|16,",",0,AuxX,",",u--------,,,,,,1: ,,,
225,17,Leuven|0059-003|224|17,ὡς,15,AuxC,ὡς,c--------,,چنان,چنان,چنان,,"1: zoals, zodra, omdat, opdat, zodat  | dat",,,
225,18,Leuven|0059-003|224|18,ἔφησθα,17,ExD,φημί,v2siia---,,می‌گفتی,می‌گفتی,مدعی بودی,,1: beweren,,,
225,19,Leuven|0059-003|224|19,",",0,AuxX,",",u--------,,,,,,1: ,,,
225,20,Leuven|0059-003|224|20,πρὸ,15,AuxP,πρό,r--------,,به,در مقابلِ,در مقابلِ,,"1: vóór (tijd, plaats) | in het belang van",,,
225,21,Leuven|0059-003|224|21,τῆς,22,ATR,ὁ,l-s---fg-,,,,,,1: ,,,
225,22,Leuven|0059-003|224|22,φυγῆς,20,ADV,φυγή,n-s---fg-,,تبعید,تبعید,تبعید,,flight,vergelijkingsbasis,,
225,23,Leuven|0059-003|224|23,θάνατον,15,OBJ,θάνατος,n-s---ma-,,مرگ را,مرگ را,مرگ را,,1: dood,,,
225,24,Leuven|0059-003|224|24,·,0,AuxK,·,u--------,,,,,,1: ,,,
226,1,Leuven|0059-003|225|1,νῦν,7,ADV,νῦν,d--------,,اکنون,اکنون,اکنون,,1: nu,,,
226,2,Leuven|0059-003|225|2,δὲ,7,AuxY,δέ,d--------,,و,و,اما,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
226,3,Leuven|0059-003|225|3,οὔτ’,7,AuxZ,οὔτε,c--------,,نه,نه,شرم نمی‌کنی,,1: noch,,,
226,4,Leuven|0059-003|225|4,ἐκείνους,6,ATR,ἐκεῖνος,p-p---ma-,,آن,آن,آن,,"1: die, dat",,,
226,5,Leuven|0059-003|225|5,τοὺς,6,ATR,ὁ,l-p---ma-,,,,,,1: ,,,
226,6,Leuven|0059-003|225|6,λόγους,7,OBJ,λόγος,n-p---ma-,,از سخنان,از سخنان,از سخنان,,"1: rede, woord, mededeling",,,
226,7,Leuven|0059-003|225|7,αἰσχύνῃ,19,PRED_CO,αἰσχύνω,v2spie---,,شرمگینی,شرمسار هستی,شرم نمی‌کنی,,"make ugly, disfigure",,,
226,8,Leuven|0059-003|225|8,",",0,AuxX,",",u--------,,,,,,1: ,,,
226,9,Leuven|0059-003|225|9,οὔτε,13,AuxZ,οὔτε,c--------,,و نه,و نه,و نمی‌نهی,,1: noch,,,
226,10,Leuven|0059-003|225|10,ἡμῶν,13,OBJ,ἐγώ,p1p---cg-,,ما,ما,ما,,1: ik,,,
226,11,Leuven|0059-003|225|11,τῶν,12,ATR,ὁ,l-p---mg-,,,,,,1: ,,,
226,12,Leuven|0059-003|225|12,νόμων,10,APOS,νόμος,n-p---mg-,,قوانین را,قوانین را,قوانین را,,"1: gebruik, wet",,,
226,13,Leuven|0059-003|225|13,ἐντρέπῃ,19,PRED_CO,ἐντρέπω,v2spie---,,رعایتِ جانب می‌کنی,محترم می‌شماری,حرمت نمی‌نهی,,turn about,,,
226,14,Leuven|0059-003|225|14,",",0,AuxX,",",u--------,,,,,,1: ,,,
226,15,Leuven|0059-003|225|15,ἐπιχειρῶν,13,ADV,ἐπιχειρέω,v-sppamn-,,درصدد برآمده‌ای,دست یازیده,عزم نموده‌ای‌,,put one`s hand to,tijd,,
226,16,Leuven|0059-003|225|16,διαφθεῖραι,15,OBJ,διαφθείρω,v--ana---,,نابودی,به نابود کردن,تباه ساختن,,"1: verwoesten, vernietigen | corrumperen",,,
226,17,Leuven|0059-003|225|17,",",0,AuxX,",",u--------,,,,,,1: ,,,
226,18,Leuven|0059-003|225|18,πράττεις,19,PRED_CO,πράσσω,v2spia---,,می‌کنی,می‌کنی,رفتار می‌کنی,,,,,
226,19,Leuven|0059-003|225|19,τε,0,COORD,τε,c--------,,و,و,و,,1: en,,,
226,20,Leuven|0059-003|225|20,ἅπερ,25,OBJ,ὅσπερ,p-p---na-,,چنان,آن,چنان,,"the very man who, the very thing which",,,
226,21,Leuven|0059-003|225|21,ἂν,25,AuxY,ἄν,d--------,,می‌کند,انجام خواهند داد,می‌کند,,1: ,,,
226,22,Leuven|0059-003|225|22,δοῦλος,25,SBJ,δοῦλος,n-s---mn-,,برده,برده,برده,,"1: slaaf, slavin, onderdaan",,,
226,23,Leuven|0059-003|225|23,ὁ,22,ATR,ὁ,l-s---mn-,,,,,,1: ,,,
226,24,Leuven|0059-003|225|24,φαυλότατος,22,ATR,φαῦλος,a-s---mns,,دون‌ترین,خوارترین,پست‌ترین,,"1: waardeloos, simpel | gemeen, ordinair, slecht",,,
226,25,Leuven|0059-003|225|25,πράξειεν,18,OBJ,πράσσω,v3saoa---,,می‌کند,انجام خواهند داد,می‌کند,,,,,
226,26,Leuven|0059-003|225|26,",",0,AuxX,",",u--------,,,,,,1: ,,,
226,27,Leuven|0059-003|225|27,ἀποδιδράσκειν,28,OBJ,ἀποδιδράσκω,v--pna---,,به فرار,به,گریختن,,"run away, escape or flee from",,,
226,28,Leuven|0059-003|225|28,ἐπιχειρῶν,18,ADV,ἐπιχειρέω,v-sppamn-,,با عزم,دست یازی,قصد,,put one`s hand to,tijd,,
226,29,Leuven|0059-003|225|29,παρὰ,28,AuxP,παρά,r--------,,برخلاف,برخلاف,برخلاف,,"1: van de kant van | bij, naast | naar, tot; naast; tegen",,,
226,30,Leuven|0059-003|225|30,τὰς,31,ATR,ὁ,l-p---fa-,,,,,,1: ,,,
226,31,Leuven|0059-003|225|31,συνθήκας,33,ADV_CO,συνθήκη,n-p---fa-,,پیمان‌ها,پیمان‌ها,پیمان‌ها,,compounding,wijze,,
226,32,Leuven|0059-003|225|32,τε,33,AuxY,τε,c--------,,,نیز,,,1: en,,,
226,33,Leuven|0059-003|225|33,καὶ,29,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
226,34,Leuven|0059-003|225|34,τὰς,35,ATR,ὁ,l-p---fa-,,,,,,1: ,,,
226,35,Leuven|0059-003|225|35,ὁμολογίας,33,ADV_CO,ὁμολογία,n-p---fa-,,توافقاتی,هم‌رایی‌هایی,توافق‌هایی,,agreement,wijze,,
226,36,Leuven|0059-003|225|36,καθ’,40,AuxP,κατά,r--------,,طبق,طبق,طبق,,"1: van... naar beneden; volgend, met... mee; volgens; ten tijde van | neervallend van; tegen",,,
226,37,Leuven|0059-003|225|37,ἃς,36,ADV,ὅς,p-p---fa-,,آن,آن,آن,,"1: die, dat",wijze,,
226,38,Leuven|0059-003|225|38,ἡμῖν,39,OBJ,ἐγώ,p1p---cd-,,ما,ما,ما,,1: ik,,,
226,39,Leuven|0059-003|225|39,συνέθου,33,ATR,συντίθημι,v2saim---,,متعهد شدی,کردی,کردی,,place or put together,,,
226,40,Leuven|0059-003|225|40,πολιτεύεσθαι,39,OBJ,πολιτεύω,v--pne---,,به شهروندی,شهروند باشی,تبعه‌ی گشتی,,"to be a citizen or freeman, live in a free state",,,
226,41,Leuven|0059-003|225|41,.,0,AuxK,.,u--------,,,,,,1: ,,,
227,1,Leuven|0059-003|226|1,πρῶτον,7,ADV,πρῶτος,d--------,,نخست,نخست,ابتدا,,1: eerste,,,
227,2,Leuven|0059-003|226|2,μὲν,7,AuxY,μέν,d--------,,,,,,1: wel...,,,
227,3,Leuven|0059-003|226|3,οὖν,7,AuxY,οὖν,d--------,,پس,بنابراین,پس,,1: dus,,,
227,4,Leuven|0059-003|226|4,ἡμῖν,7,OBJ,ἐγώ,p1p---cd-,,به ما,به ما,به ما,,1: ik,,,
227,5,Leuven|0059-003|226|5,τοῦτ’,7,OBJ,οὗτος,p-s---na-,,همین را,این را,همین را,,1: die (daar),,,
227,6,Leuven|0059-003|226|6,αὐτὸ,5,ATR,αὐτός,p-s---na-,,تنها,همین,فقط,,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",,,
227,7,Leuven|0059-003|226|7,ἀπόκριναι,0,PRED,ἀποκρίνω,v2samm---,,پاسخ گو,پاسخ ده,پاسخ بده,,1: afzonderen | antwoorden | zich verantwoorden,,,
227,8,Leuven|0059-003|226|8,",",0,AuxX,",",u--------,,,,,,1: ,,,
227,9,Leuven|0059-003|226|9,εἰ,7,AuxC,εἰ,c--------,,که اگر,که آیا,که اگر,,"1: als, indien, in geval | of",,,
227,10,Leuven|0059-003|226|10,ἀληθῆ,23,OBJ_CO,ἀληθής,a-p---na-,,راست,حقیقت را,درست,,"1: waar, echt",,,
227,11,Leuven|0059-003|226|11,λέγομεν,9,OBJ,λέγω,v1ppia---,,می‌گوییم,می‌گوییم,می‌گوییم,,"1: spreken, zeggen | verzamelen",,,
227,12,Leuven|0059-003|226|12,φάσκοντές,11,ADV,φάσκω,v-pppamn-,,بگوییم,که بگوییم,بگوییم,,"say, affirm, assert",tijd,,
227,13,Leuven|0059-003|226|13,σε,14,SBJ,σύ,p2s---ca-,,تو,تو,تو,,"1: jij, u",,,
227,14,Leuven|0059-003|226|14,ὡμολογηκέναι,12,OBJ,ὁμολογέω,v--rna---,,موافقت کردی,هم‌رای گشتی,توافق کردی,,"agree with, say the same thing as",,,
227,15,Leuven|0059-003|226|15,πολιτεύσεσθαι,14,OBJ,πολιτεύω,v--fnm---,,با شهروندی,با شهروند بودن,تبعه‌ی باشی,,"to be a citizen or freeman, live in a free state",,,
227,16,Leuven|0059-003|226|16,καθ’,15,AuxP,κατά,r--------,,مطابق با ,مطابق با ,تبعه‌ی باشی,,"1: van... naar beneden; volgend, met... mee; volgens; ten tijde van | neervallend van; tegen",,,
227,17,Leuven|0059-003|226|17,ἡμᾶς,16,ADV,ἐγώ,p1p---ca-,,ما,ما,ما,,1: ik,wijze,,
227,18,Leuven|0059-003|226|18,ἔργῳ,19,ADV_CO,ἔργον,n-s---nd-,,در عمل,در عمل,در عمل,,"1: werk, bezigheid, taak",wijze,,
227,19,Leuven|0059-003|226|19,ἀλλ’,14,COORD,ἀλλά,b--------,,بلکه,بلکه,بلکه,,1: maar,,,
227,20,Leuven|0059-003|226|20,οὐ,21,AuxZ,οὐ,d--------,,نه,نه,نه,,1: niet,,,
227,21,Leuven|0059-003|226|21,λόγῳ,19,ADV_CO,λόγος,n-s---md-,,در حرف,در سخن,در کلام,,"1: rede, woord, mededeling",wijze,,
227,22,Leuven|0059-003|226|22,",",0,AuxX,",",u--------,,,,,,1: ,,,
227,23,Leuven|0059-003|226|23,ἢ,11,COORD,ἤ,c--------,,یا,یا,یا,,1: zeker | werkelijk (partikel in een directe vraag),,,
227,24,Leuven|0059-003|226|24,οὐκ,25,AuxZ,οὐ,d--------,,ناراست,نمی‌گوییم,نادرست,,1: niet,,,
227,25,Leuven|0059-003|226|25,ἀληθῆ,23,OBJ_CO,ἀληθής,a-p---na-,,ناراست,حقیقت را,نادرست,,"1: waar, echt",,,
227,26,Leuven|0059-003|226|26,.,0,AuxK,.,u--------,,,,,,1: ,,,
228,1,Leuven|0059-003|227|1,τί,2,OBJ,τίς,p-s---na-,,چه,چه,چه,,"1: wie?, welke?",,,
228,2,Leuven|0059-003|227|2,φῶμεν,0,PRED,φημί,v1ppsa---,,پاسخی داریم,بگوییم,بگوییم,,1: beweren,,,
228,3,Leuven|0059-003|227|3,πρὸς,2,AuxP,πρός,r--------,,در برابر,در برابر,به,,"1: vanwege, van de kant van | bij | naar, tegen; met betrekking tot",,,
228,4,Leuven|0059-003|227|4,ταῦτα,3,OBJ,οὗτος,p-p---na-,,این‌ها,این‌ها,این‌ها,,1: die (daar),,,
228,5,Leuven|0059-003|227|5,",",0,AuxX,",",u--------,,,,,,1: ,,,
228,6,Leuven|0059-003|227|6,ὦ,7,AuxZ,ὦ,i--------,,ای,ای,ای,,1: (blijft onvertaald),,,
228,7,Leuven|0059-003|227|7,Κρίτων,2,ExD,Κρίτων,n-s---mv-,,کریتون,کریتون,کریتون,,,,,
228,8,Leuven|0059-003|227|8,;,0,AuxK,;,u--------,,,,,,1: ,,,
229,1,Leuven|0059-003|228|1,ἄλλο,2,ATR,ἄλλος,p-s---nap,,جز اینکه,جز اینکه,غیر از اینکه,,1: ander,,,
229,2,Leuven|0059-003|228|2,τι,6,OBJ,τις,p-s---na-,,جز اینکه,چیزی,غیر از اینکه,,"1: wie?, welke?",,,
229,3,Leuven|0059-003|228|3,ἢ,1,AuxC,ἤ,c--------,,جز اینکه,جز اینکه,غیر از اینکه,,1: zeker | werkelijk (partikel in een directe vraag),,,
229,4,Leuven|0059-003|228|4,ὁμολογῶμεν,3,ADV,ὁμολογέω,v1ppsa---,,موافقت کنیم,هم‌رای گردیم,موافق باشیم,,"agree with, say the same thing as",vergelijkingsbasis,,
229,5,Leuven|0059-003|228|5,;,0,AuxK,;,u--------,,,,,,1: ,,,
229,6,Leuven|0059-003|228|6,[0],0,PRED,,,,,,,,,,elliptic,0005e
230,1,Leuven|0059-003|229|1,ἀνάγκη,6,PNOM,ἀνάγκη,n-s---fn-,,ناگزیریم,می‌بایست,لاجرم,,"force, constraint, necessity",,,
230,2,Leuven|0059-003|229|2,",",0,AuxX,",",u--------,,,,,,1: ,,,
230,3,Leuven|0059-003|229|3,ὦ,4,AuxZ,ὦ,i--------,,ای,ای,ای,,1: (blijft onvertaald),,,
230,4,Leuven|0059-003|229|4,Σώκρατες,1,ExD,Σωκράτης,n-s---mv-,,سقراط,سقراط,سقراط,,,,,
230,5,Leuven|0059-003|229|5,.,0,AuxK,.,u--------,,,,,,1: ,,,
230,6,Leuven|0059-003|229|6,[0],0,PRED,,,,,,,,,,elliptic,0005e
231,1,Leuven|0059-003|230|1,ἄλλο,2,ATR,ἄλλος,p-s---nap,,مگر جز این است ,غیر ,مگر نه,,1: ander,,,
231,2,Leuven|0059-003|230|2,τι,54,OBJ,τις,p-s---na-,,مگر جز این است ,از این,مگر نه,,"1: wie?, welke?",,,
231,3,Leuven|0059-003|230|3,οὖν,16,AuxY,οὖν,d--------,,مگر جز این است ,پس,مگر نه,,1: dus,,,
231,4,Leuven|0059-003|230|4,",",0,AuxX,",",u--------,,,,,,1: ,,,
231,5,Leuven|0059-003|230|5,ἂν,6,AuxY,ἄν,d--------,,شاید بگویند,شاید بگویند,ممکن است بگویند,,1: ,,,
231,6,Leuven|0059-003|230|6,φαῖεν,16,ExD,φημί,v3ppoa---,,شاید بگویند,شاید بگویند,ممکن است بگویند,,1: beweren,,,
231,7,Leuven|0059-003|230|7,",",0,AuxX,",",u--------,,,,,,1: ,,,
231,8,Leuven|0059-003|230|8,ἢ,1,AuxC,ἤ,c--------,,که,که,اینکه,,1: zeker | werkelijk (partikel in een directe vraag),,,
231,9,Leuven|0059-003|230|9,συνθήκας,14,OBJ_CO,συνθήκη,n-p---fa-,,پیمان‌ها,پیمان‌ها,از پیمان‌هایت,,compounding,,,
231,10,Leuven|0059-003|230|10,τὰς,9,ATR,ὁ,l-p---fa-,,,این,که,,1: ,,,
231,11,Leuven|0059-003|230|11,πρὸς,14,AuxP,πρός,r--------,,با,با,با,,"1: vanwege, van de kant van | bij | naar, tegen; met betrekking tot",,,
231,12,Leuven|0059-003|230|12,ἡμᾶς,11,ATR,ἐγώ,p1p---ca-,,ما,ما,ما,,1: ik,,,
231,13,Leuven|0059-003|230|13,αὐτοὺς,12,ATR,αὐτός,p-p---ma-,,خود,خود,,,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",,,
231,14,Leuven|0059-003|230|14,καὶ,16,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
231,15,Leuven|0059-003|230|15,ὁμολογίας,14,OBJ_CO,ὁμολογία,n-p---fa-,,توافقاتت را,هم‌رایی‌‌ها را,توافق‌هایی,,agreement,,,
